subject_id,story,strategy,generous_status_second,own_benefit,other_benefit,inequity_aversion,communicate_equal,communicate_hierarchy,understood,pass_attention
01aea296ec904b25575143430e95360e,concerts,repeating,equal,2,0,NA,0,2,yes,TRUE
01aea296ec904b25575143430e95360e,gifts,alternating,just_met,1,1,2,6,0,yes,TRUE
01aea296ec904b25575143430e95360e,weekend,repeating,equal,0,0,4,6,0,yes,TRUE
01aea296ec904b25575143430e95360e,housemates,alternating,higher,5,0,0,0,5,yes,TRUE
01aea296ec904b25575143430e95360e,meeting prep,alternating,equal,0,0,4,5,0,yes,TRUE
01aea296ec904b25575143430e95360e,scheduling,repeating,lower,0,2,0,0,4,yes,TRUE
01aea296ec904b25575143430e95360e,fundraising,alternating,lower,3,0,0,3,1,yes,TRUE
01aea296ec904b25575143430e95360e,groceries,repeating,just_met,0,3,0,0,4,yes,TRUE
01aea296ec904b25575143430e95360e,police,repeating,higher,0,5,3,3,0,yes,TRUE
01aea296ec904b25575143430e95360e,coffee,alternating,lower,3,0,0,4,0,yes,TRUE
01aea296ec904b25575143430e95360e,feedback,repeating,higher,4,0,0,0,6,yes,TRUE
01aea296ec904b25575143430e95360e,architects,repeating,just_met,3,2,3,3,0,yes,TRUE
01aea296ec904b25575143430e95360e,family meals,alternating,just_met,2,2,2,6,0,yes,TRUE
8333a7bf2a8fc4dcd3ba15ea648bc164,gifts,repeating,lower,5,3,1,5,NA,yes,TRUE
8333a7bf2a8fc4dcd3ba15ea648bc164,family meals,alternating,higher,0,0,6,6,0,yes,TRUE
8333a7bf2a8fc4dcd3ba15ea648bc164,weekend,alternating,equal,3,4,4,6,0,yes,TRUE
8333a7bf2a8fc4dcd3ba15ea648bc164,coffee,repeating,equal,0,3,3,5,1,yes,TRUE
8333a7bf2a8fc4dcd3ba15ea648bc164,groceries,alternating,higher,2,3,3,4,0,yes,TRUE
8333a7bf2a8fc4dcd3ba15ea648bc164,restaurant,repeating,just_met,3,4,0,2,0,yes,TRUE
8333a7bf2a8fc4dcd3ba15ea648bc164,architects,alternating,just_met,4,4,3,5,4,yes,TRUE
8333a7bf2a8fc4dcd3ba15ea648bc164,babysitting,alternating,just_met,3,4,4,4,0,yes,TRUE
8333a7bf2a8fc4dcd3ba15ea648bc164,fundraising,repeating,higher,5,1,0,0,6,yes,TRUE
8333a7bf2a8fc4dcd3ba15ea648bc164,feedback,repeating,higher,3,4,3,1,4,yes,TRUE
8333a7bf2a8fc4dcd3ba15ea648bc164,meeting prep,repeating,lower,3,1,2,4,4,yes,TRUE
8333a7bf2a8fc4dcd3ba15ea648bc164,scheduling,alternating,lower,3,5,4,5,0,yes,TRUE
8333a7bf2a8fc4dcd3ba15ea648bc164,group project,repeating,equal,5,0,0,0,6,yes,TRUE
8333a7bf2a8fc4dcd3ba15ea648bc164,concerts,alternating,lower,2,3,3,5,0,yes,TRUE
8333a7bf2a8fc4dcd3ba15ea648bc164,police,alternating,equal,1,4,5,6,0,yes,TRUE
8333a7bf2a8fc4dcd3ba15ea648bc164,housemates,repeating,just_met,3,5,2,0,4,yes,TRUE
fa6461e25f345143b734d417559b6abf,scheduling,alternating,just_met,1,5,5,5,0,yes,TRUE
fa6461e25f345143b734d417559b6abf,concerts,repeating,equal,0,4,4,0,3,yes,TRUE
fa6461e25f345143b734d417559b6abf,group project,alternating,just_met,3,3,4,5,1,yes,TRUE
fa6461e25f345143b734d417559b6abf,police,alternating,equal,3,3,5,5,0,yes,TRUE
fa6461e25f345143b734d417559b6abf,housemates,repeating,lower,1,3,3,3,3,yes,TRUE
fa6461e25f345143b734d417559b6abf,weekend,repeating,lower,0,5,5,0,4,yes,TRUE
fa6461e25f345143b734d417559b6abf,meeting prep,alternating,equal,1,4,5,5,0,yes,TRUE
fa6461e25f345143b734d417559b6abf,coffee,alternating,lower,3,4,4,4,1,yes,TRUE
fa6461e25f345143b734d417559b6abf,fundraising,repeating,higher,4,0,0,0,5,yes,TRUE
fa6461e25f345143b734d417559b6abf,babysitting,alternating,higher,3,4,4,4,0,yes,TRUE
fa6461e25f345143b734d417559b6abf,gifts,repeating,just_met,1,4,0,3,0,yes,TRUE
fa6461e25f345143b734d417559b6abf,feedback,alternating,higher,3,4,NA,4,0,yes,TRUE
fa6461e25f345143b734d417559b6abf,groceries,repeating,equal,0,4,5,4,0,yes,TRUE
fa6461e25f345143b734d417559b6abf,restaurant,repeating,just_met,0,5,5,3,1,yes,TRUE
fa6461e25f345143b734d417559b6abf,architects,repeating,higher,5,0,0,0,5,yes,TRUE
fa6461e25f345143b734d417559b6abf,family meals,alternating,lower,2,5,5,5,0,yes,TRUE
832b1aaa0d0b20d49329c9064af44620,concerts,alternating,just_met,1,2,3,5,0,yes,TRUE
832b1aaa0d0b20d49329c9064af44620,meeting prep,repeating,just_met,5,0,0,1,2,yes,TRUE
832b1aaa0d0b20d49329c9064af44620,group project,repeating,lower,6,0,0,5,3,yes,TRUE
832b1aaa0d0b20d49329c9064af44620,coffee,repeating,lower,6,2,3,3,4,yes,TRUE
832b1aaa0d0b20d49329c9064af44620,police,alternating,lower,1,1,5,6,0,yes,TRUE
832b1aaa0d0b20d49329c9064af44620,babysitting,repeating,higher,1,5,4,5,0,yes,TRUE
832b1aaa0d0b20d49329c9064af44620,fundraising,repeating,equal,5,0,0,2,4,yes,TRUE
832b1aaa0d0b20d49329c9064af44620,family meals,alternating,equal,4,2,4,6,0,yes,TRUE
832b1aaa0d0b20d49329c9064af44620,gifts,repeating,just_met,6,3,2,0,6,yes,TRUE
832b1aaa0d0b20d49329c9064af44620,architects,repeating,higher,6,3,3,0,5,yes,TRUE
832b1aaa0d0b20d49329c9064af44620,restaurant,alternating,higher,5,5,5,6,0,yes,TRUE
832b1aaa0d0b20d49329c9064af44620,scheduling,alternating,just_met,3,4,5,6,0,yes,TRUE
832b1aaa0d0b20d49329c9064af44620,housemates,alternating,higher,0,0,4,6,0,yes,TRUE
832b1aaa0d0b20d49329c9064af44620,groceries,alternating,equal,3,2,5,6,0,yes,TRUE
832b1aaa0d0b20d49329c9064af44620,feedback,repeating,equal,3,5,4,3,4,yes,TRUE
832b1aaa0d0b20d49329c9064af44620,weekend,alternating,lower,4,5,4,4,0,yes,TRUE
db3a61e7fd50db71e484911e3d9fdcf5,groceries,alternating,just_met,4,4,3,3,0,yes,TRUE
db3a61e7fd50db71e484911e3d9fdcf5,concerts,alternating,equal,4,3,3,4,0,yes,TRUE
db3a61e7fd50db71e484911e3d9fdcf5,family meals,repeating,just_met,2,3,2,1,1,yes,TRUE
db3a61e7fd50db71e484911e3d9fdcf5,meeting prep,repeating,equal,4,1,1,0,2,yes,TRUE
db3a61e7fd50db71e484911e3d9fdcf5,weekend,alternating,equal,5,5,5,5,0,yes,TRUE
db3a61e7fd50db71e484911e3d9fdcf5,babysitting,alternating,lower,4,4,3,4,0,yes,TRUE
db3a61e7fd50db71e484911e3d9fdcf5,architects,alternating,just_met,5,3,2,3,1,yes,TRUE
db3a61e7fd50db71e484911e3d9fdcf5,police,alternating,higher,4,2,1,1,1,yes,TRUE
db3a61e7fd50db71e484911e3d9fdcf5,restaurant,repeating,equal,4,2,2,2,2,yes,TRUE
db3a61e7fd50db71e484911e3d9fdcf5,group project,repeating,higher,4,1,2,1,2,yes,TRUE
db3a61e7fd50db71e484911e3d9fdcf5,coffee,repeating,lower,5,2,2,1,3,yes,TRUE
db3a61e7fd50db71e484911e3d9fdcf5,feedback,alternating,higher,4,3,3,3,1,yes,TRUE
db3a61e7fd50db71e484911e3d9fdcf5,scheduling,alternating,lower,4,2,3,3,0,yes,TRUE
db3a61e7fd50db71e484911e3d9fdcf5,housemates,repeating,higher,4,4,3,1,2,yes,TRUE
db3a61e7fd50db71e484911e3d9fdcf5,gifts,repeating,just_met,4,3,3,3,1,yes,TRUE
db3a61e7fd50db71e484911e3d9fdcf5,fundraising,repeating,lower,4,1,1,2,2,yes,TRUE
49c0f54a51717682a0b955ed4075c02b,coffee,repeating,higher,3,5,4,4,4,yes,TRUE
49c0f54a51717682a0b955ed4075c02b,police,alternating,higher,3,5,5,5,0,yes,TRUE
49c0f54a51717682a0b955ed4075c02b,architects,alternating,lower,3,5,5,5,0,yes,TRUE
49c0f54a51717682a0b955ed4075c02b,groceries,repeating,just_met,2,5,4,4,1,yes,TRUE
49c0f54a51717682a0b955ed4075c02b,gifts,repeating,equal,0,4,3,3,2,yes,TRUE
49c0f54a51717682a0b955ed4075c02b,scheduling,alternating,equal,4,4,5,5,0,yes,TRUE
49c0f54a51717682a0b955ed4075c02b,housemates,repeating,lower,4,4,2,4,5,yes,TRUE
49c0f54a51717682a0b955ed4075c02b,feedback,alternating,just_met,5,5,5,5,0,yes,TRUE
49c0f54a51717682a0b955ed4075c02b,weekend,alternating,higher,4,5,5,5,0,yes,TRUE
49c0f54a51717682a0b955ed4075c02b,fundraising,alternating,just_met,5,5,5,5,0,yes,TRUE
49c0f54a51717682a0b955ed4075c02b,family meals,repeating,just_met,2,4,4,3,3,yes,TRUE
49c0f54a51717682a0b955ed4075c02b,meeting prep,repeating,equal,4,4,4,3,1,yes,TRUE
49c0f54a51717682a0b955ed4075c02b,babysitting,alternating,lower,5,5,5,5,0,yes,TRUE
49c0f54a51717682a0b955ed4075c02b,group project,repeating,higher,4,3,2,2,5,yes,TRUE
49c0f54a51717682a0b955ed4075c02b,concerts,alternating,equal,5,5,5,5,0,yes,TRUE
49c0f54a51717682a0b955ed4075c02b,restaurant,repeating,lower,3,5,5,2,3,yes,TRUE
19f00082899158b8ed6f74f64b4c3d3d,gifts,repeating,equal,3,4,2,2,5,yes,FALSE
19f00082899158b8ed6f74f64b4c3d3d,family meals,repeating,equal,2,4,5,5,0,yes,FALSE
19f00082899158b8ed6f74f64b4c3d3d,architects,alternating,equal,1,4,2,1,5,yes,FALSE
19f00082899158b8ed6f74f64b4c3d3d,restaurant,alternating,just_met,0,5,5,6,0,yes,FALSE
19f00082899158b8ed6f74f64b4c3d3d,fundraising,repeating,higher,6,1,0,0,6,yes,FALSE
19f00082899158b8ed6f74f64b4c3d3d,babysitting,alternating,higher,0,4,5,5,0,yes,FALSE
19f00082899158b8ed6f74f64b4c3d3d,housemates,alternating,lower,1,1,6,6,0,yes,FALSE
19f00082899158b8ed6f74f64b4c3d3d,groceries,alternating,equal,1,5,6,6,0,yes,FALSE
19f00082899158b8ed6f74f64b4c3d3d,weekend,repeating,just_met,5,1,1,1,5,yes,FALSE
19f00082899158b8ed6f74f64b4c3d3d,concerts,repeating,just_met,1,5,0,0,6,yes,FALSE
19f00082899158b8ed6f74f64b4c3d3d,group project,alternating,lower,6,1,1,6,0,yes,FALSE
19f00082899158b8ed6f74f64b4c3d3d,scheduling,alternating,higher,1,1,0,0,6,yes,FALSE
19f00082899158b8ed6f74f64b4c3d3d,feedback,repeating,lower,6,2,1,6,1,yes,FALSE
19f00082899158b8ed6f74f64b4c3d3d,coffee,repeating,higher,1,5,0,4,NA,yes,FALSE
19f00082899158b8ed6f74f64b4c3d3d,meeting prep,alternating,just_met,3,4,5,5,1,yes,FALSE
19f00082899158b8ed6f74f64b4c3d3d,police,repeating,lower,3,0,0,0,6,yes,FALSE
bdedea341d963145a87d692e812c9366,babysitting,alternating,equal,3,3,3,6,6,yes,TRUE
bdedea341d963145a87d692e812c9366,meeting prep,repeating,higher,3,3,3,3,3,yes,TRUE
bdedea341d963145a87d692e812c9366,weekend,repeating,just_met,3,3,4,5,5,yes,TRUE
bdedea341d963145a87d692e812c9366,scheduling,alternating,higher,3,3,3,3,3,yes,TRUE
bdedea341d963145a87d692e812c9366,gifts,repeating,higher,3,3,3,3,3,yes,TRUE
bdedea341d963145a87d692e812c9366,fundraising,alternating,lower,3,3,3,3,3,yes,TRUE
bdedea341d963145a87d692e812c9366,family meals,repeating,lower,3,3,3,3,3,yes,TRUE
bdedea341d963145a87d692e812c9366,concerts,alternating,higher,3,3,3,4,4,yes,TRUE
bdedea341d963145a87d692e812c9366,coffee,alternating,just_met,3,3,3,5,5,yes,TRUE
bdedea341d963145a87d692e812c9366,police,repeating,just_met,3,3,3,3,3,yes,TRUE
bdedea341d963145a87d692e812c9366,architects,alternating,equal,3,3,3,4,4,yes,TRUE
bdedea341d963145a87d692e812c9366,restaurant,repeating,equal,3,3,3,3,3,yes,TRUE
bdedea341d963145a87d692e812c9366,feedback,alternating,lower,3,3,3,4,4,yes,TRUE
bdedea341d963145a87d692e812c9366,group project,alternating,just_met,3,3,3,4,4,yes,TRUE
bdedea341d963145a87d692e812c9366,groceries,repeating,lower,3,3,3,3,3,yes,TRUE
bdedea341d963145a87d692e812c9366,housemates,repeating,equal,3,3,3,2,2,yes,TRUE
df1aa1394e3e348e9c0e2f0d4762dfd6,meeting prep,repeating,higher,4,3,3,3,3,yes,TRUE
df1aa1394e3e348e9c0e2f0d4762dfd6,police,repeating,higher,3,3,3,3,3,yes,TRUE
df1aa1394e3e348e9c0e2f0d4762dfd6,group project,repeating,lower,5,3,3,3,3,yes,TRUE
df1aa1394e3e348e9c0e2f0d4762dfd6,fundraising,repeating,just_met,2,2,2,2,2,yes,TRUE
df1aa1394e3e348e9c0e2f0d4762dfd6,restaurant,alternating,lower,3,3,5,5,1,yes,TRUE
df1aa1394e3e348e9c0e2f0d4762dfd6,architects,repeating,just_met,4,4,4,4,2,yes,TRUE
df1aa1394e3e348e9c0e2f0d4762dfd6,concerts,alternating,higher,3,3,4,5,0,yes,TRUE
df1aa1394e3e348e9c0e2f0d4762dfd6,scheduling,repeating,lower,3,3,2,3,3,yes,TRUE
df1aa1394e3e348e9c0e2f0d4762dfd6,coffee,repeating,equal,3,3,3,3,0,yes,TRUE
df1aa1394e3e348e9c0e2f0d4762dfd6,feedback,alternating,just_met,5,5,5,5,0,yes,TRUE
df1aa1394e3e348e9c0e2f0d4762dfd6,weekend,alternating,equal,3,3,5,5,0,yes,TRUE
df1aa1394e3e348e9c0e2f0d4762dfd6,groceries,alternating,higher,5,5,5,5,0,yes,TRUE
df1aa1394e3e348e9c0e2f0d4762dfd6,housemates,alternating,equal,5,5,5,5,0,yes,TRUE
df1aa1394e3e348e9c0e2f0d4762dfd6,family meals,repeating,equal,3,3,4,3,0,yes,TRUE
df1aa1394e3e348e9c0e2f0d4762dfd6,babysitting,alternating,just_met,5,5,5,5,0,yes,TRUE
df1aa1394e3e348e9c0e2f0d4762dfd6,gifts,alternating,lower,3,3,3,5,0,yes,TRUE
e4b7413c88848985582bc647aa5d3436,groceries,repeating,just_met,4,1,1,0,5,yes,TRUE
e4b7413c88848985582bc647aa5d3436,concerts,repeating,equal,3,4,6,0,5,yes,TRUE
e4b7413c88848985582bc647aa5d3436,group project,alternating,higher,5,0,6,5,1,yes,TRUE
e4b7413c88848985582bc647aa5d3436,housemates,alternating,higher,5,4,5,6,0,yes,TRUE
e4b7413c88848985582bc647aa5d3436,gifts,alternating,just_met,5,1,1,2,6,yes,TRUE
e4b7413c88848985582bc647aa5d3436,coffee,alternating,lower,5,0,0,5,4,yes,TRUE
e4b7413c88848985582bc647aa5d3436,babysitting,repeating,lower,3,0,0,1,0,yes,TRUE
e4b7413c88848985582bc647aa5d3436,feedback,repeating,higher,4,3,3,1,5,yes,TRUE
e4b7413c88848985582bc647aa5d3436,restaurant,alternating,equal,0,0,5,6,0,yes,TRUE
e4b7413c88848985582bc647aa5d3436,police,repeating,higher,1,6,6,5,0,yes,TRUE
e4b7413c88848985582bc647aa5d3436,scheduling,repeating,lower,3,1,3,4,0,yes,TRUE
e4b7413c88848985582bc647aa5d3436,weekend,repeating,equal,5,5,5,6,0,yes,TRUE
e4b7413c88848985582bc647aa5d3436,family meals,alternating,just_met,4,4,5,6,0,yes,TRUE
e4b7413c88848985582bc647aa5d3436,meeting prep,alternating,equal,4,2,3,6,0,yes,TRUE
e4b7413c88848985582bc647aa5d3436,architects,repeating,just_met,6,1,1,1,5,yes,TRUE
e4b7413c88848985582bc647aa5d3436,fundraising,alternating,lower,5,1,0,1,4,yes,TRUE
04eab0baba33ed48112b41091c88dd8d,scheduling,alternating,just_met,2,5,5,5,3,yes,TRUE
04eab0baba33ed48112b41091c88dd8d,family meals,alternating,higher,2,3,4,4,2,yes,TRUE
04eab0baba33ed48112b41091c88dd8d,feedback,alternating,equal,3,4,5,5,1,yes,TRUE
04eab0baba33ed48112b41091c88dd8d,gifts,alternating,higher,2,4,3,4,1,yes,TRUE
04eab0baba33ed48112b41091c88dd8d,fundraising,repeating,just_met,4,1,0,0,4,yes,TRUE
04eab0baba33ed48112b41091c88dd8d,groceries,repeating,higher,1,5,4,5,0,yes,TRUE
04eab0baba33ed48112b41091c88dd8d,concerts,alternating,lower,3,2,3,3,4,yes,TRUE
04eab0baba33ed48112b41091c88dd8d,babysitting,alternating,just_met,4,4,5,6,0,yes,TRUE
04eab0baba33ed48112b41091c88dd8d,group project,repeating,equal,5,1,0,1,5,yes,TRUE
04eab0baba33ed48112b41091c88dd8d,restaurant,repeating,lower,1,3,0,0,4,yes,TRUE
04eab0baba33ed48112b41091c88dd8d,architects,repeating,higher,5,2,2,1,4,yes,TRUE
04eab0baba33ed48112b41091c88dd8d,meeting prep,repeating,lower,0,2,0,0,5,yes,TRUE
04eab0baba33ed48112b41091c88dd8d,weekend,alternating,lower,2,4,5,5,0,yes,TRUE
04eab0baba33ed48112b41091c88dd8d,coffee,repeating,just_met,2,4,4,1,4,yes,TRUE
04eab0baba33ed48112b41091c88dd8d,police,alternating,equal,3,3,4,5,0,yes,TRUE
04eab0baba33ed48112b41091c88dd8d,housemates,repeating,equal,4,3,3,2,3,yes,TRUE
b3bc5bf450bc224bf7db7fce93a18c40,meeting prep,alternating,just_met,0,0,0,6,0,yes,TRUE
b3bc5bf450bc224bf7db7fce93a18c40,group project,alternating,lower,5,0,3,5,2,yes,TRUE
b3bc5bf450bc224bf7db7fce93a18c40,gifts,repeating,equal,0,5,0,0,0,yes,TRUE
b3bc5bf450bc224bf7db7fce93a18c40,family meals,repeating,equal,5,0,0,0,0,yes,TRUE
b3bc5bf450bc224bf7db7fce93a18c40,coffee,repeating,higher,3,3,4,1,3,yes,TRUE
b3bc5bf450bc224bf7db7fce93a18c40,babysitting,alternating,higher,4,4,4,6,4,yes,TRUE
b3bc5bf450bc224bf7db7fce93a18c40,fundraising,repeating,higher,5,0,1,2,1,yes,TRUE
b3bc5bf450bc224bf7db7fce93a18c40,feedback,repeating,lower,6,3,2,0,3,yes,TRUE
b3bc5bf450bc224bf7db7fce93a18c40,weekend,repeating,just_met,5,5,5,0,3,yes,TRUE
b3bc5bf450bc224bf7db7fce93a18c40,restaurant,alternating,just_met,1,1,6,6,4,yes,TRUE
b3bc5bf450bc224bf7db7fce93a18c40,architects,alternating,equal,5,5,5,6,5,yes,TRUE
b3bc5bf450bc224bf7db7fce93a18c40,police,repeating,lower,1,6,0,0,6,yes,TRUE
b3bc5bf450bc224bf7db7fce93a18c40,groceries,alternating,equal,6,6,6,6,3,yes,TRUE
b3bc5bf450bc224bf7db7fce93a18c40,concerts,repeating,just_met,2,4,2,0,5,yes,TRUE
b3bc5bf450bc224bf7db7fce93a18c40,scheduling,alternating,higher,4,4,4,5,4,yes,TRUE
b3bc5bf450bc224bf7db7fce93a18c40,housemates,alternating,lower,4,4,4,6,3,yes,TRUE
d0cf16843e634838643e3559aa978700,scheduling,alternating,lower,3,3,4,5,0,yes,TRUE
d0cf16843e634838643e3559aa978700,fundraising,repeating,higher,4,3,4,3,3,yes,TRUE
d0cf16843e634838643e3559aa978700,housemates,repeating,just_met,6,3,3,2,2,yes,TRUE
d0cf16843e634838643e3559aa978700,babysitting,alternating,just_met,4,4,5,5,0,yes,TRUE
d0cf16843e634838643e3559aa978700,architects,alternating,just_met,5,4,5,6,0,yes,TRUE
d0cf16843e634838643e3559aa978700,group project,repeating,equal,6,1,2,0,5,yes,TRUE
d0cf16843e634838643e3559aa978700,police,alternating,equal,5,4,4,6,0,yes,TRUE
d0cf16843e634838643e3559aa978700,gifts,repeating,lower,5,3,4,5,1,yes,TRUE
d0cf16843e634838643e3559aa978700,meeting prep,repeating,lower,5,3,3,2,0,yes,TRUE
d0cf16843e634838643e3559aa978700,coffee,repeating,equal,5,3,4,5,2,yes,TRUE
d0cf16843e634838643e3559aa978700,family meals,alternating,higher,3,3,5,6,0,yes,TRUE
d0cf16843e634838643e3559aa978700,restaurant,repeating,just_met,3,5,5,5,2,yes,TRUE
d0cf16843e634838643e3559aa978700,feedback,repeating,higher,2,5,5,3,3,yes,TRUE
d0cf16843e634838643e3559aa978700,concerts,alternating,lower,3,4,5,6,0,yes,TRUE
d0cf16843e634838643e3559aa978700,weekend,alternating,equal,3,5,5,6,0,yes,TRUE
d0cf16843e634838643e3559aa978700,groceries,alternating,higher,3,3,3,4,0,yes,TRUE
d5689f801e786465d19d3ee0423d14d0,weekend,alternating,lower,3,4,4,5,0,yes,TRUE
d5689f801e786465d19d3ee0423d14d0,gifts,repeating,just_met,3,5,4,1,4,yes,TRUE
d5689f801e786465d19d3ee0423d14d0,babysitting,repeating,higher,2,5,5,1,4,yes,TRUE
d5689f801e786465d19d3ee0423d14d0,group project,repeating,lower,5,2,2,1,5,yes,TRUE
d5689f801e786465d19d3ee0423d14d0,groceries,alternating,equal,4,5,5,5,0,yes,TRUE
d5689f801e786465d19d3ee0423d14d0,coffee,repeating,lower,4,5,5,1,1,yes,TRUE
d5689f801e786465d19d3ee0423d14d0,housemates,alternating,higher,4,5,5,5,0,yes,TRUE
d5689f801e786465d19d3ee0423d14d0,family meals,alternating,equal,3,5,5,5,0,yes,TRUE
d5689f801e786465d19d3ee0423d14d0,scheduling,alternating,just_met,3,5,5,5,0,yes,TRUE
d5689f801e786465d19d3ee0423d14d0,fundraising,repeating,equal,2,4,5,1,3,yes,TRUE
d5689f801e786465d19d3ee0423d14d0,restaurant,alternating,higher,4,5,5,5,0,yes,TRUE
d5689f801e786465d19d3ee0423d14d0,concerts,alternating,just_met,3,4,5,5,0,yes,TRUE
d5689f801e786465d19d3ee0423d14d0,meeting prep,repeating,just_met,3,3,4,1,4,yes,TRUE
d5689f801e786465d19d3ee0423d14d0,feedback,repeating,equal,4,5,5,1,4,yes,TRUE
d5689f801e786465d19d3ee0423d14d0,architects,repeating,higher,4,2,2,0,5,yes,TRUE
d5689f801e786465d19d3ee0423d14d0,police,alternating,lower,4,4,5,5,0,yes,TRUE
41d21902b53cbd4a7a6a09b5545e20b7,feedback,alternating,just_met,5,5,4,4,1,yes,TRUE
41d21902b53cbd4a7a6a09b5545e20b7,housemates,repeating,lower,3,1,1,2,1,yes,TRUE
41d21902b53cbd4a7a6a09b5545e20b7,restaurant,repeating,lower,4,4,1,2,2,yes,TRUE
41d21902b53cbd4a7a6a09b5545e20b7,family meals,repeating,just_met,4,5,4,3,3,yes,TRUE
41d21902b53cbd4a7a6a09b5545e20b7,groceries,repeating,just_met,3,5,4,4,1,yes,TRUE
41d21902b53cbd4a7a6a09b5545e20b7,group project,repeating,higher,5,4,3,3,4,yes,TRUE
41d21902b53cbd4a7a6a09b5545e20b7,architects,alternating,lower,5,5,5,5,0,yes,TRUE
41d21902b53cbd4a7a6a09b5545e20b7,meeting prep,repeating,equal,5,4,3,3,4,yes,TRUE
41d21902b53cbd4a7a6a09b5545e20b7,babysitting,alternating,lower,6,6,6,6,0,yes,TRUE
41d21902b53cbd4a7a6a09b5545e20b7,gifts,repeating,equal,5,5,5,5,0,yes,TRUE
41d21902b53cbd4a7a6a09b5545e20b7,police,alternating,higher,5,5,5,5,0,yes,TRUE
41d21902b53cbd4a7a6a09b5545e20b7,concerts,alternating,equal,6,6,6,6,0,yes,TRUE
41d21902b53cbd4a7a6a09b5545e20b7,coffee,repeating,higher,3,5,5,4,1,yes,TRUE
41d21902b53cbd4a7a6a09b5545e20b7,scheduling,alternating,equal,5,5,5,5,0,yes,TRUE
41d21902b53cbd4a7a6a09b5545e20b7,fundraising,alternating,just_met,5,5,5,5,0,yes,TRUE
41d21902b53cbd4a7a6a09b5545e20b7,weekend,alternating,higher,5,5,5,5,0,yes,TRUE
534f1e5f6d77dc4d92c8ba5cac284b2a,fundraising,repeating,just_met,3,0,0,0,2,yes,TRUE
534f1e5f6d77dc4d92c8ba5cac284b2a,police,alternating,equal,0,2,6,6,0,yes,TRUE
534f1e5f6d77dc4d92c8ba5cac284b2a,concerts,alternating,lower,1,3,5,6,0,yes,TRUE
534f1e5f6d77dc4d92c8ba5cac284b2a,architects,repeating,higher,4,0,0,0,5,yes,TRUE
534f1e5f6d77dc4d92c8ba5cac284b2a,babysitting,alternating,just_met,4,4,5,6,0,yes,TRUE
534f1e5f6d77dc4d92c8ba5cac284b2a,group project,repeating,equal,3,0,0,0,6,yes,TRUE
534f1e5f6d77dc4d92c8ba5cac284b2a,weekend,alternating,lower,4,2,5,6,0,yes,TRUE
534f1e5f6d77dc4d92c8ba5cac284b2a,coffee,repeating,just_met,4,4,4,3,3,yes,TRUE
534f1e5f6d77dc4d92c8ba5cac284b2a,scheduling,alternating,just_met,4,4,4,5,0,yes,TRUE
534f1e5f6d77dc4d92c8ba5cac284b2a,gifts,alternating,higher,2,4,5,5,0,yes,TRUE
534f1e5f6d77dc4d92c8ba5cac284b2a,housemates,repeating,equal,4,4,4,0,4,yes,TRUE
534f1e5f6d77dc4d92c8ba5cac284b2a,family meals,alternating,higher,4,4,4,6,0,yes,TRUE
534f1e5f6d77dc4d92c8ba5cac284b2a,meeting prep,repeating,lower,4,2,0,2,5,yes,TRUE
534f1e5f6d77dc4d92c8ba5cac284b2a,restaurant,repeating,lower,6,4,4,2,5,yes,TRUE
534f1e5f6d77dc4d92c8ba5cac284b2a,groceries,repeating,higher,0,3,1,0,4,yes,TRUE
